Group ID,PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Source Files,Source Row Count,Is OA,OA URL,PDF Path,Download Source,Failure Reason,Download Status
paper-0385,38903818,Streamlining intersectoral provision of real-world health data: a service platform for improved clinical research and patient care,"Hoffmann K, Nesterow I, Peng Y, Henke E, Barnett D, Klengel C, Gruhl M, Bartos M, Nüßler F, Gebler R, Grummt S, Seim A, Bathelt F, Reinecke I, Wolfien M, Weidner J, Sedlmayr M.",Front Med (Lausanne). 2024 Jun 5;11:1377209. doi: 10.3389/fmed.2024.1377209. eCollection 2024.,Hoffmann K,Front Med (Lausanne),2024,2024/06/21,PMC11188485,,10.3389/fmed.2024.1377209,csv-omop-set.csv,1,yes,https://www.frontiersin.org/articles/10.3389/fmed.2024.1377209/pdf?isPublishedV2=False,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.3389_fmed.2024.1377209__c44cad6a2f4e.pdf,existing_file,,downloaded
paper-0386,29888090,The Data Gap in the EHR for Clinical Research Eligibility Screening,"Butler A, Wei W, Yuan C, Kang T, Si Y, Weng C.",AMIA Jt Summits Transl Sci Proc. 2018 May 18;2017:320-329. eCollection 2018.,Butler A,AMIA Jt Summits Transl Sci Proc,2018,2018/06/12,PMC5961795,,,csv-omop-set.csv,1,yes,https://europepmc.org/articles/PMC5961795?pdf=render,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/PMC5961795__014384570d7a.pdf,existing_file,,downloaded
paper-0387,36227638,Coronary Artery Computed Tomography Angiography for Preventing Cardio-Cerebrovascular Disease: Observational Cohort Study Using the Observational Health Data Sciences and Informatics' Common Data Model,"Bae WK, Cho J, Kim S, Kim B, Baek H, Song W, Yoo S.",JMIR Med Inform. 2022 Oct 13;10(10):e41503. doi: 10.2196/41503.,Bae WK,JMIR Med Inform,2022,2022/10/13,PMC9614618,,10.2196/41503,csv-omop-set.csv,1,yes,https://medinform.jmir.org/2022/10/e41503/PDF,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.2196_41503__64b454fe3adf.pdf,oa_url,,downloaded
paper-0388,30010902,Learning predictive models of drug side-effect relationships from distributed representations of literature-derived semantic predications,"Mower J, Subramanian D, Cohen T.",J Am Med Inform Assoc. 2018 Oct 1;25(10):1339-1350. doi: 10.1093/jamia/ocy077.,Mower J,J Am Med Inform Assoc,2018,2018/07/17,PMC6454491,,10.1093/jamia/ocy077,csv-omop-set.csv,1,yes,https://academic.oup.com/jamia/article-pdf/25/10/1339/34150383/ocy077.pdf,,,HTTPError,failed
paper-0389,38432534,Creating a computer assisted ICD coding system: Performance metric choice and use of the ICD hierarchy,"Marcou Q, Berti-Equille L, Novelli N.",J Biomed Inform. 2024 Apr;152:104617. doi: 10.1016/j.jbi.2024.104617. Epub 2024 Mar 1.,Marcou Q,J Biomed Inform,2024,2024/03/03,,,10.1016/j.jbi.2024.104617,csv-omop-set.csv,1,yes,https://hal.science/hal-04531816/document,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1016_j.jbi.2024.104617__fc506103797d.pdf,existing_file,,downloaded
paper-0390,40603892,"Jackalope Plus tool for post-coordination, ontology development, and precise mapping in observational health studies","Trofymenko M, Korchmar E, Kaduk D, Vikhrak M, Khilchevskyi B, Nesmiian T, Talapova P, Ved M, Ageeva I.",Sci Rep. 2025 Jul 2;15(1):23674. doi: 10.1038/s41598-025-04046-9.,Trofymenko M,Sci Rep,2025,2025/07/02,PMC12223214,,10.1038/s41598-025-04046-9,csv-omop-set.csv,1,yes,https://www.nature.com/articles/s41598-025-04046-9.pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1038_s41598-025-04046-9__b3ab161af1ef.pdf,existing_file,,downloaded
paper-0391,33993254,Automated production of research data marts from a canonical fast healthcare interoperability resource data repository: applications to COVID-19 research,"Lenert LA, Ilatovskiy AV, Agnew J, Rudisill P, Jacobs J, Weatherston D, Deans KR Jr.",J Am Med Inform Assoc. 2021 Jul 30;28(8):1605-1611. doi: 10.1093/jamia/ocab108.,Lenert LA,J Am Med Inform Assoc,2021,2021/05/16,PMC8243354,,10.1093/jamia/ocab108,csv-omop-set.csv,1,yes,https://academic.oup.com/jamia/article-pdf/28/8/1605/39502419/ocab108.pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1093_jamia_ocab108__d438a4005774.pdf,existing_file,,downloaded
paper-0392,38690224,The Health Equity Explorer: An open-source resource for distributed health equity visualization and research across common data models,"Adams WG, Gasman S, Beccia AL, Fuentes L.",J Clin Transl Sci. 2024 Apr 5;8(1):e72. doi: 10.1017/cts.2024.500. eCollection 2024.,Adams WG,J Clin Transl Sci,2024,2024/05/01,PMC11058576,,10.1017/cts.2024.500,csv-omop-set.csv,1,yes,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/889DA01EF0A2C89BCDD501C7AC22B127/S2059866124005004a.pdf/div-class-title-the-health-equity-explorer-an-open-source-resource-for-distributed-health-equity-visualization-and-research-across-common-data-models-div.pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1017_cts.2024.500__ea24f02f6039.pdf,existing_file,,downloaded
paper-0393,28379377,EliIE: An open-source information extraction system for clinical trial eligibility criteria,"Kang T, Zhang S, Tang Y, Hruby GW, Rusanov A, Elhadad N, Weng C.",J Am Med Inform Assoc. 2017 Nov 1;24(6):1062-1071. doi: 10.1093/jamia/ocx019.,Kang T,J Am Med Inform Assoc,2017,2017/04/06,PMC6259668,,10.1093/jamia/ocx019,csv-omop-set.csv,1,yes,https://academic.oup.com/jamia/article-pdf/24/6/1062/20605390/ocx019.pdf,,,HTTPError,failed
paper-0394,38792452,Symptoms and Conditions in Children and Adults up to 90 Days after SARS-CoV-2 Infection: A Retrospective Observational Study Utilizing the Common Data Model,"Han M, Chang T, Chun HR, Jo S, Jo Y, Yu DH, Yoo S, Cho SI.",J Clin Med. 2024 May 15;13(10):2911. doi: 10.3390/jcm13102911.,Han M,J Clin Med,2024,2024/05/25,PMC11122571,,10.3390/jcm13102911,csv-omop-set.csv,1,yes,https://www.mdpi.com/2077-0383/13/10/2911/pdf?version=1715758404,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.3390_jcm13102911__b9f31dd233d6.pdf,existing_file,,downloaded
paper-0395,33295294,Transformation of Pathology Reports Into the Common Data Model With Oncology Module: Use Case for Colon Cancer,"Ryu B, Yoon E, Kim S, Lee S, Baek H, Yi S, Na HY, Kim JW, Baek RM, Hwang H, Yoo S.",J Med Internet Res. 2020 Dec 9;22(12):e18526. doi: 10.2196/18526.,Ryu B,J Med Internet Res,2020,2020/12/09,PMC7758167,,10.2196/18526,csv-omop-set.csv,1,yes,https://www.jmir.org/2020/12/e18526/PDF,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.2196_18526__a22bd1a53695.pdf,oa_url,,downloaded
paper-0396,33342753,"Renin-angiotensin system blockers and susceptibility to COVID-19: an international, open science, cohort analysis","Morales DR, Conover MM, You SC, Pratt N, Kostka K, Duarte-Salles T, Fernández-Bertolín S, Aragón M, DuVall SL, Lynch K, Falconer T, van Bochove K, Sung C, Matheny ME, Lambert CG, Nyberg F, Alshammari TM, Williams AE, Park RW, Weaver J, Sena AG, Schuemie MJ, Rijnbeek PR, Williams RD, Lane JCE, Prats-Uribe A, Zhang L, Areia C, Krumholz HM, Prieto-Alhambra D, Ryan PB, Hripcsak G, Suchard MA.",Lancet Digit Health. 2021 Feb;3(2):e98-e114. doi: 10.1016/S2589-7500(20)30289-2. Epub 2020 Dec 17.,Morales DR,Lancet Digit Health,2021,2020/12/21,PMC7834915,,10.1016/S2589-7500(20)30289-2,csv-omop-set.csv,1,yes,http://www.thelancet.com/article/S2589750020302892/pdf,,,supplement_only_removed,removed_supplement_only
paper-0397,40232773,Data Interoperability in Context: The Importance of Open-Source Implementations When Choosing Open Standards,"Kapitan D, Heddema F, Dekker A, Sieswerda M, Verhoeff BJ, Berg M.",J Med Internet Res. 2025 Apr 15;27:e66616. doi: 10.2196/66616.,Kapitan D,J Med Internet Res,2025,2025/04/15,PMC12041819,,10.2196/66616,csv-omop-set.csv,1,yes,https://pure.tue.nl/ws/files/381198098/jmir-2025-1-e66616.pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.2196_66616__dbc971c51642.pdf,oa_url,,downloaded
paper-0398,39398989,The impact of the COVID-19 pandemic on mental health care utilization among people living with HIV: A real-world data study,"Pasha A, Qiao S, Zhang J, Cai R, He B, Yang X, Liang C, Weissman S, Li X.",medRxiv [Preprint]. 2024 Sep 27:2024.09.26.24314443. doi: 10.1101/2024.09.26.24314443.,Pasha A,medRxiv,2024,2024/10/14,PMC11469454,,10.1101/2024.09.26.24314443,csv-omop-set.csv,1,yes,https://www.medrxiv.org/content/medrxiv/early/2024/09/27/2024.09.26.24314443.full.pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1101_2024.09.26.24314443__91d462b55057.pdf,existing_file,,downloaded
paper-0399,41169636,Development and validation of a computable phenotype for adolescent idiopathic scoliosis,"Floyd SB, Mills A, Woloff J, Lowson C, Hilton C, Oeffinger D, Hwang S.",Learn Health Syst. 2025 Jun 6;9(4):e70018. doi: 10.1002/lrh2.70018. eCollection 2025 Oct.,Floyd SB,Learn Health Syst,2025,2025/10/31,PMC12569449,,10.1002/lrh2.70018,csv-omop-set.csv,1,yes,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/lrh2.70018,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1002_lrh2.70018__ad4dfe27dee9.pdf,existing_file,,downloaded
paper-0400,38749529,Taipei Medical University Clinical Research Database: a collaborative hospital EHR database aligned with international common data standards,"Nguyen PA, Hsu MH, Chang TH, Yang HC, Huang CW, Liao CT, Lu CY, Hsu JC.",BMJ Health Care Inform. 2024 May 14;31(1):e100890. doi: 10.1136/bmjhci-2023-100890.,Nguyen PA,BMJ Health Care Inform,2024,2024/05/15,PMC11097871,,10.1136/bmjhci-2023-100890,csv-omop-set.csv,1,yes,https://informatics.bmj.com/content/bmjhci/31/1/e100890.full.pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1136_bmjhci-2023-100890__d6074a4362a4.pdf,existing_file,,downloaded
paper-0401,39088253,"Making Metadata Machine-Readable as the First Step to Providing Findable, Accessible, Interoperable, and Reusable Population Health Data: Framework Development and Implementation Study","Amadi D, Kiwuwa-Muyingo S, Bhattacharjee T, Taylor A, Kiragga A, Ochola M, Kanjala C, Gregory A, Tomlin K, Todd J, Greenfield J.",Online J Public Health Inform. 2024 Aug 1;16:e56237. doi: 10.2196/56237.,Amadi D,Online J Public Health Inform,2024,2024/08/01,PMC11327634,,10.2196/56237,csv-omop-set.csv,1,yes,https://pmc.ncbi.nlm.nih.gov/articles/PMC11327634/pdf/ojphi_v16i1e56237.pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.2196_56237__7b3364f7cc38.pdf,existing_file,,downloaded
paper-0402,39727091,"Implementing Findable, Accessible, Interoperable, Reusable (FAIR) Principles in Child and Adolescent Mental Health Research: Mixed Methods Approach","de Groot R, van der Graaff F, van der Doelen D, Luijten M, De Meyer R, Alrouh H, van Oers H, Tieskens J, Zijlmans J, Bartels M, Popma A, de Keizer N, Cornet R, Polderman TJC.",JMIR Ment Health. 2024 Dec 19;11:e59113. doi: 10.2196/59113.,de Groot R,JMIR Ment Health,2024,2024/12/27,PMC11683739,,10.2196/59113,csv-omop-set.csv,1,yes,https://mental.jmir.org/2024/1/e59113/PDF,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.2196_59113__641f01b3187c.pdf,oa_url,,downloaded
paper-0403,32196874,Comparison of the incidence of diabetes in United States and Indian youth: An international harmonization of youth diabetes registries,"Jensen ET, Dabelea DA, Praveen PA, Amutha A, Hockett CW, Isom SP, Ong TC, Mohan V, D'Agostino R Jr, Kahn MG, Hamman RF, Wadwa P, Dolan L, Lawrence JM, Madhu SV, Chhokar R, Goel K, Tandon N, Mayer-Davis E.",Pediatr Diabetes. 2021 Feb;22(1):8-14. doi: 10.1111/pedi.13009. Epub 2020 Apr 6.,Jensen ET,Pediatr Diabetes,2021,2020/03/21,PMC7748376,NIHMS1648766,10.1111/pedi.13009,csv-omop-set.csv,1,yes,https://europepmc.org/articles/PMC7748376?pdf=render,,,HTTPError,failed
paper-0404,35040608,Development and Validation of the Radiology Common Data Model (R-CDM) for the International Standardization of Medical Imaging Data,"Park C, You SC, Jeon H, Jeong CW, Choi JW, Park RW.",Yonsei Med J. 2022 Jan;63(Suppl):S74-S83. doi: 10.3349/ymj.2022.63.S74.,Park C,Yonsei Med J,2022,2022/01/18,PMC8790584,,10.3349/ymj.2022.63.S74,csv-omop-set.csv,1,yes,http://eymj.org/Synapse/Data/PDFData/0069YMJ/ymj-63-S74.pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.3349_ymj.2022.63.s74__6cad38918bed.pdf,existing_file,,downloaded
paper-0405,34284037,Outcomes of SARS-CoV-2 Infection in Patients With Chronic Liver Disease and Cirrhosis: A National COVID Cohort Collaborative Study,"Ge J, Pletcher MJ, Lai JC; N3C Consortium.",Gastroenterology. 2021 Nov;161(5):1487-1501.e5. doi: 10.1053/j.gastro.2021.07.010. Epub 2021 Jul 18.,Ge J,Gastroenterology,2021,2021/07/20,PMC8286237,,10.1053/j.gastro.2021.07.010,csv-omop-set.csv,1,yes,http://www.gastrojournal.org/article/S0016508521032443/pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1053_j.gastro.2021.07.010__9db3b5ea366c.pdf,existing_file,,downloaded
paper-0406,39576284,Hospital Length of Stay Prediction for Planned Admissions Using Observational Medical Outcomes Partnership Common Data Model: Retrospective Study,"Lee H, Kim S, Moon HW, Lee HY, Kim K, Jung SY, Yoo S.",J Med Internet Res. 2024 Nov 22;26:e59260. doi: 10.2196/59260.,Lee H,J Med Internet Res,2024,2024/11/22,PMC11624451,,10.2196/59260,csv-omop-set.csv,1,yes,,,,pmc_package_without_pdf,failed
paper-0407,39974125,Large language models improve transferability of electronic health record-based predictions across countries and coding systems,"Kirchler M, Ferro M, Lorenzini V; FinnGen; Lippert C, Ganna A.",medRxiv [Preprint]. 2025 Feb 4:2025.02.03.25321597. doi: 10.1101/2025.02.03.25321597.,Kirchler M,medRxiv,2025,2025/02/20,PMC11838679,,10.1101/2025.02.03.25321597,csv-omop-set.csv,1,yes,https://www.medrxiv.org/content/medrxiv/early/2025/02/04/2025.02.03.25321597.full.pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1101_2025.02.03.25321597__782c60508def.pdf,existing_file,,downloaded
paper-0408,35966642,Associations Between Gastrointestinal Symptoms and COVID-19 Severity Outcomes Based on a Propensity Score-Weighted Analysis of a Nationwide Cohort,"Shah SC, Canakis A, Halvorson AE, Dorn C, Wilson O, Denton J, Hauger R, Hunt C, Suzuki A, Matheny ME, Siew E, Hung A, Greevy RA Jr, Roumie CL.",Gastro Hep Adv. 2022;1(6):977-984. doi: 10.1016/j.gastha.2022.06.015. Epub 2022 Aug 7.,Shah SC,Gastro Hep Adv,2022,2022/08/15,PMC9357443,,10.1016/j.gastha.2022.06.015,csv-omop-set.csv,1,yes,https://europepmc.org/articles/PMC9357443?pdf=render,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1016_j.gastha.2022.06.015__e27a74ed9217.pdf,existing_file,,downloaded
paper-0409,36251369,Standardized Description of the Feature Extraction Process to Transform Raw Data Into Meaningful Information for Enhancing Data Reuse: Consensus Study,"Lamer A, Fruchart M, Paris N, Popoff B, Payen A, Balcaen T, Gacquer W, Bouzillé G, Cuggia M, Doutreligne M, Chazard E.",JMIR Med Inform. 2022 Oct 17;10(10):e38936. doi: 10.2196/38936.,Lamer A,JMIR Med Inform,2022,2022/10/17,PMC9623460,,10.2196/38936,csv-omop-set.csv,1,yes,https://jmir.org/api/download?alt_name=medinform_v10i10e38936_app2.pdf&filename=222560a9bb126f82f976e2426b621b07.pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.2196_38936__3c73cabb2bac.pdf,existing_file,,downloaded
paper-0410,36389281,Long-term use of proton-pump inhibitor on Alzheimer's disease: a real-world distributed network analysis of six observational Korean databases using a Common Data Model,"Kim Y, Seo SI, Lee KJ, Kim J, Yoo JJ, Seo WW, Lee HS, Shin WG.",Ther Adv Neurol Disord. 2022 Nov 8;15:17562864221135700. doi: 10.1177/17562864221135700. eCollection 2022.,Kim Y,Ther Adv Neurol Disord,2022,2022/11/17,PMC9647297,,10.1177/17562864221135700,csv-omop-set.csv,1,yes,https://europepmc.org/articles/PMC9647297?pdf=render,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1177_17562864221135700__153006856530.pdf,existing_file,,downloaded
paper-0411,35046809,Combining a Pharmacological Network Model with a Bayesian Signal Detection Algorithm to Improve the Detection of Adverse Drug Events,"Ji X, Cui G, Xu C, Hou J, Zhang Y, Ren Y.",Front Pharmacol. 2022 Jan 3;12:773135. doi: 10.3389/fphar.2021.773135. eCollection 2021.,Ji X,Front Pharmacol,2022,2022/01/20,PMC8762263,,10.3389/fphar.2021.773135,csv-omop-set.csv,1,yes,https://www.frontiersin.org/articles/10.3389/fphar.2021.773135/pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.3389_fphar.2021.773135__762c36ba6b36.pdf,existing_file,,downloaded
paper-0412,32470694,Converting clinical document architecture documents to the common data model for incorporating health information exchange data in observational health studies: CDA to CDM,"Ji H, Kim S, Yi S, Hwang H, Kim JW, Yoo S.",J Biomed Inform. 2020 Jul;107:103459. doi: 10.1016/j.jbi.2020.103459. Epub 2020 May 26.,Ji H,J Biomed Inform,2020,2020/05/30,,,10.1016/j.jbi.2020.103459,csv-omop-set.csv,1,no,,,,,no_open_copy_found
paper-0413,34151259,Development of An Individualized Risk Prediction Model for COVID-19 Using Electronic Health Record Data,"Mamidi TKK, Tran-Nguyen TK, Melvin RL, Worthey EA.",Front Big Data. 2021 Jun 4;4:675882. doi: 10.3389/fdata.2021.675882. eCollection 2021.,Mamidi TKK,Front Big Data,2021,2021/06/21,PMC8211871,,10.3389/fdata.2021.675882,csv-omop-set.csv,1,yes,https://www.frontiersin.org/journals/big-data/articles/10.3389/fdata.2021.675882/pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.3389_fdata.2021.675882__4e0a57652ace.pdf,existing_file,,downloaded
paper-0414,23571771,Performance of pharmacovigilance signal-detection algorithms for the FDA adverse event reporting system,"Harpaz R, DuMouchel W, LePendu P, Bauer-Mehren A, Ryan P, Shah NH.",Clin Pharmacol Ther. 2013 Jun;93(6):539-46. doi: 10.1038/clpt.2013.24. Epub 2013 Feb 11.,Harpaz R,Clin Pharmacol Ther,2013,2013/04/11,PMC3857139,NIHMS525848,10.1038/clpt.2013.24,csv-omop-set.csv,1,yes,https://europepmc.org/articles/PMC3857139?pdf=render,,,HTTPError,failed
paper-0415,40012646,Mapping Emergency Medicine Data to the Observational Medical Outcomes Partnership Common Data Model: A Gap Analysis of the American College of Emergency Physicians Clinical Emergency Data Registry,"Cohen I, Diao Z, Goyal P, Gupta A, Hawk K, Malcom B, Malicki C, Sharma D, Sweeney B, Weiner SG, Venkatesh A, Taylor RA.",J Am Coll Emerg Physicians Open. 2025 Jan 10;6(1):100016. doi: 10.1016/j.acepjo.2024.100016. eCollection 2025 Feb.,Cohen I,J Am Coll Emerg Physicians Open,2025,2025/02/27,PMC11853007,,10.1016/j.acepjo.2024.100016,csv-omop-set.csv,1,yes,https://www.jacepopen.com/article/S2688-1152(24)01330-4/pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1016_j.acepjo.2024.100016__c73ffa25ad5e.pdf,existing_file,,downloaded
paper-0416,27989817,Evaluating common data models for use with a longitudinal community registry,"Garza M, Del Fiol G, Tenenbaum J, Walden A, Zozus MN.",J Biomed Inform. 2016 Dec;64:333-341. doi: 10.1016/j.jbi.2016.10.016. Epub 2016 Oct 29.,Garza M,J Biomed Inform,2016,2016/12/20,PMC6810649,NIHMS1534566,10.1016/j.jbi.2016.10.016,csv-omop-set.csv,1,yes,https://europepmc.org/articles/PMC6810649?pdf=render,,,HTTPError,failed
paper-0417,40129432,Temporomandibular disorder confounders in motor vehicle accident patients,"Li X, Singh V, Pacheco-Pereira C, Friesen R.",J Oral Facial Pain Headache. 2025 Mar;39(1):141-147. doi: 10.22514/jofph.2025.014. Epub 2025 Mar 12.,Li X,J Oral Facial Pain Headache,2025,2025/03/25,PMC11933927,,10.22514/jofph.2025.014,csv-omop-set.csv,1,yes,https://europepmc.org/articles/PMC11933927?pdf=render,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.22514_jofph.2025.014__45916a12053e.pdf,existing_file,,downloaded
paper-0418,24551366,Desiderata for healthcare integrated data repositories based on architectural comparison of three public repositories,"Huser V, Cimino JJ.",AMIA Annu Symp Proc. 2013 Nov 16;2013:648-56. eCollection 2013.,Huser V,AMIA Annu Symp Proc,2013,2014/02/20,PMC3900207,,,csv-omop-set.csv,1,yes,https://europepmc.org/articles/PMC3900207?pdf=render,,,HTTPError,failed
paper-0419,31545380,Comparison of the cohort selection performance of Australian Medicines Terminology to Anatomical Therapeutic Chemical mappings,"Guo GN, Jonnagaddala J, Farshid S, Huser V, Reich C, Liaw ST.",J Am Med Inform Assoc. 2019 Nov 1;26(11):1237-1246. doi: 10.1093/jamia/ocz143.,Guo GN,J Am Med Inform Assoc,2019,2019/09/24,PMC7647230,,10.1093/jamia/ocz143,csv-omop-set.csv,1,yes,https://europepmc.org/articles/PMC7647230?pdf=render,,,HTTPError,failed
paper-0420,38509500,Developing a clinical decision support system software prototype that assists in the management of patients with self-harm in the emergency department: protocol of the PERMANENS project,"Mortier P, Amigo F, Bhargav M, Conde S, Ferrer M, Flygare O, Kizilaslan B, Latorre Moreno L, Leis A, Mayer MA, Pérez-Sola V, Portillo-Van Diest A, Ramírez-Anguita JM, Sanz F, Vilagut G, Alonso J, Mehlum L, Arensman E, Bjureberg J, Pastor M, Qin P.",BMC Psychiatry. 2024 Mar 20;24(1):220. doi: 10.1186/s12888-024-05659-6.,Mortier P,BMC Psychiatry,2024,2024/03/21,PMC10956300,,10.1186/s12888-024-05659-6,csv-omop-set.csv,1,yes,https://bmcpsychiatry.biomedcentral.com/counter/pdf/10.1186/s12888-024-05659-6,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1186_s12888-024-05659-6__45d51f25f4be.pdf,existing_file,,downloaded
paper-0421,39459008,Trends in Antidiabetic Drug Use and Safety of Metformin in Diabetic Patients with Varying Degrees of Chronic Kidney Disease from 2010 to 2021 in Korea: Retrospective Cohort Study Using the Common Data Model,"Joo SH, Yang S, Lee S, Park SJ, Park T, Rhee SY, Cha JM, Rhie SJ, Hwang HS, Kim YG, Chung EK.",Pharmaceuticals (Basel). 2024 Oct 14;17(10):1369. doi: 10.3390/ph17101369.,Joo SH,Pharmaceuticals (Basel),2024,2024/10/26,PMC11510110,,10.3390/ph17101369,csv-omop-set.csv,1,yes,https://www.mdpi.com/1424-8247/17/10/1369/pdf?version=1728906546,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.3390_ph17101369__6a0ab6cdbc52.pdf,existing_file,,downloaded
paper-0422,39538369,Learning health system linchpins: information exchange and a common data model,"Eisman AS, Chen ES, Wu WC, Crowley KM, Aluthge DP, Brown K, Sarkar IN.",J Am Med Inform Assoc. 2025 Jan 1;32(1):9-19. doi: 10.1093/jamia/ocae277.,Eisman AS,J Am Med Inform Assoc,2025,2024/11/14,PMC11648737,,10.1093/jamia/ocae277,csv-omop-set.csv,1,yes,https://pmc.ncbi.nlm.nih.gov/articles/PMC11648737/pdf/ocae277.pdf,,,html_or_xml_response,failed
paper-0423,33611874,Incorporation of Korean Electronic Data Interchange Vocabulary into Observational Medical Outcomes Partnership Vocabulary,"Seong Y, You SC, Ostropolets A, Rho Y, Park J, Cho J, Dymshyts D, Reich CG, Heo Y, Park RW.",Healthc Inform Res. 2021 Jan;27(1):29-38. doi: 10.4258/hir.2021.27.1.29. Epub 2021 Jan 31.,Seong Y,Healthc Inform Res,2021,2021/02/21,PMC7921574,,10.4258/hir.2021.27.1.29,csv-omop-set.csv,1,yes,https://e-hir.org/upload/pdf/hir-2021-27-1-29.pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.4258_hir.2021.27.1.29__48fac879a7db.pdf,existing_file,,downloaded
paper-0424,26970249,Limitations of empirical calibration of p-values using observational data,"Gruber S, Tchetgen Tchetgen E.",Stat Med. 2016 Sep 30;35(22):3869-82. doi: 10.1002/sim.6936. Epub 2016 Mar 10.,Gruber S,Stat Med,2016,2016/03/13,PMC5012943,NIHMS766743,10.1002/sim.6936,csv-omop-set.csv,1,yes,https://europepmc.org/articles/PMC5012943?pdf=render,,,HTTPError,failed
paper-0425,39711680,Mismatch Repair Status and Surgical Outcomes in Localized Colorectal Cancer: A Nationwide Cohort Study,"Justesen TF, Orhan A, Rosen AW, Gögenur M, Gögenur I.",Ann Surg Open. 2024 Oct 16;5(4):e499. doi: 10.1097/AS9.0000000000000499. eCollection 2024 Dec.,Justesen TF,Ann Surg Open,2024,2024/12/23,PMC11661751,,10.1097/AS9.0000000000000499,csv-omop-set.csv,1,yes,https://pmc.ncbi.nlm.nih.gov/articles/PMC11661751/pdf/as9-5-e499.pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1097_as9.0000000000000499__57afaaeebb29.pdf,existing_file,,downloaded
paper-0426,31645076,Incrementally Transforming Electronic Medical Records into the Observational Medical Outcomes Partnership Common Data Model: A Multidimensional Quality Assurance Approach,"Lynch KE, Deppen SA, DuVall SL, Viernes B, Cao A, Park D, Hanchrow E, Hewa K, Greaves P, Matheny ME.",Appl Clin Inform. 2019 Oct;10(5):794-803. doi: 10.1055/s-0039-1697598. Epub 2019 Oct 23.,Lynch KE,Appl Clin Inform,2019,2019/10/24,PMC6811349,,10.1055/s-0039-1697598,csv-omop-set.csv,1,yes,http://www.thieme-connect.de/products/ejournals/pdf/10.1055/s-0039-1697598.pdf,/home/smudoshi/Github/Parthenon/OHDSI-scraper/validated_oa_corpus/pdfs/10.1055_s-0039-1697598__3e8406599066.pdf,oa_url,,downloaded
