Filename,DOI,OpenAlex ID,PMID,PMCID,Title,Authors,First Author,Journal,Publication Year,Create Date,Citation,Metadata Source,File Size Bytes,Page Count,SHA256,PDF Title,PDF Author,PDF Subject,PDF Keywords,PDF Creator,PDF Producer
10.18653_v1_2024.findings-acl.305__28c68b771bc0.pdf,10.18653/v1_2024.findings-acl.305,,,,,,,,,,,pdf_only,734365,21,69b77335a6e12b33e99d9e62cbacc65f3e7258c8907a2341980a760899f9fd03,,,,,LaTeX with hyperref,pdfTeX-1.40.22
10.18653_v1_n18-1100__ada005a8a89a.pdf,10.18653/v1_n18-1100,,,,Explainable Prediction of Medical Codes from Clinical Text,,,,,,,pdf_only,317432,11,611fcac78dc41f40d5d0619ac6e0d27a68229c31bd3d4e2d997d16c195564e1b,Explainable Prediction of Medical Codes from Clinical Text,James Mullenbach ; Sarah Wiegreffe ; Jon Duke ; Jimeng Sun ; Jacob Eisenstein,N18-1 2018,,LaTeX with hyperref package,pdfTeX-1.40.18
10.21203_rs.2.11750_v1__3e00e89f9b59.pdf,10.21203/rs.2.11750_v1,,,,,,,,,,,pdf_only,291463,19,56d5fc82f1fc058e3749bba0cb3a3888a29e9380661ee40b4fb8c133782e008e,,,,,Chromium,Skia/PDF m92
10.21203_rs.2.11750_v2__69c5bbd119ac.pdf,10.21203/rs.2.11750_v2,,,,,,,,,,,pdf_only,377120,18,4e00daaf492cf09e6b8280f74a770f829b52660c6c8ed2f58b5420e11dfb922a,,,,,Chromium,Skia/PDF m92
10.21203_rs.2.11750_v3__43045f14d6a5.pdf,10.21203/rs.2.11750_v3,,,,,,,,,,,pdf_only,483962,22,459967a14120b050a0ae5cc09d9b4a11156890a31129ebad9a9468df4862035f,,,,,Chromium,Skia/PDF m92
10.21203_rs.2.16047_v1__b11430db0167.pdf,10.21203/rs.2.16047_v1,,,,,,,,,,,pdf_only,995723,17,63fb80461a76cee0637692a569e160909f8736d1983d3814809d7e1b3b3069f0,,,,,Chromium,Skia/PDF m92
10.21203_rs.2.16047_v2__fcd94bff698b.pdf,10.21203/rs.2.16047_v2,,,,,,,,,,,pdf_only,757039,19,554e097c95c33e98b2cf86886806571222c8ee616f6a0391f802e1841b68ee67,,,,,Chromium,Skia/PDF m92
10.21203_rs.2.16047_v3__ccefc1a48d3c.pdf,10.21203/rs.2.16047_v3,,,,,,,,,,,pdf_only,778444,17,69cb05200c0ddfaafc1a66ca85370d8a9d632d3fd5720066d9a5a20af743de65,,,,,Chromium,Skia/PDF m92
10.21203_rs.2.17378_v1__3674cf8631e4.pdf,10.21203/rs.2.17378_v1,,,,,,,,,,,pdf_only,734202,18,682d208ab489b6917b95c3b4be32644a48db9b9e8b1db7f3376d9259d971cc50,,,,,Chromium,Skia/PDF m92
10.21203_rs.3.rs-1044733_v1__299c6b47fb67.pdf,10.21203/rs.3.rs-1044733_v1,,,,,,,,,,,pdf_only,358657,16,59522d6c0c988ffd3599d4b53cc66eff901a8487506ac14334337b393afeeb84,,,,,Chromium,Skia/PDF m92
10.21203_rs.3.rs-113429_v1__b3d02b4bccff.pdf,10.21203/rs.3.rs-113429_v1,,,,,,,,,,,pdf_only,1277944,23,5edb09228adb625ca5e64346d640389bcf1e7108fd357b14726e2866c8e3f9c4,,,,,Chromium,Skia/PDF m106
10.21203_rs.3.rs-1159614_v1__9b992e105a83.pdf,10.21203/rs.3.rs-1159614_v1,,,,,,,,,,,pdf_only,3993198,67,804b7452ba1544566fff9ac9faabc750e1ef5c4b9566da09ded2956a567d601b,,,,,Acrobat PDFMaker 21 for Word,GPL Ghostscript 9.52
10.21203_rs.3.rs-1217376_v1__64b19182ad3a.pdf,10.21203/rs.3.rs-1217376_v1,,,,,,,,,,,pdf_only,1092244,23,5a4b6c93f819e9fd3c97d26572276b8d2469103166b81381dd0a68a11493a1c8,,"Reps, Jenna [JRDGB]",,,Chromium,GPL Ghostscript 9.52
10.21203_rs.3.rs-126175_v1__472ad09f4975.pdf,10.21203/rs.3.rs-126175_v1,,,,,,,,,,,pdf_only,572736,17,6c370da14b2a48beaba6374d7e5a811bb8118da4ba98c715df814487dca40c31,,,,,Chromium,Skia/PDF m92
10.21203_rs.3.rs-1723829_v1__be710b6dc84b.pdf,10.21203/rs.3.rs-1723829_v1,,,,Microsoft Word - outbreak.info_manuscript.docx,,,,,,,pdf_only,1568196,23,f79df2b5a6306a94f6aea444d0de651345a8ccc7eec81cec3d849dd284afc155,Microsoft Word - outbreak.info_manuscript.docx,,,,Chromium,GPL Ghostscript 9.52
10.21203_rs.3.rs-1742342_v1__b02cc33da45b.pdf,10.21203/rs.3.rs-1742342_v1,,,,,,,,,,,pdf_only,555372,22,37be45733beb0a39c4ada6d28a55e706553fdf8050c0a83c2cc404c2dd2ca70a,,,,,Chromium,Skia/PDF m92
10.21203_rs.3.rs-1998109_v1__cc9832e63c8a.pdf,10.21203/rs.3.rs-1998109_v1,,,,,,,,,,,pdf_only,606414,12,1107e1be73b16cf36ba9384f7a12596876f7998075a3de3cb572445ebe7ad454,,,,,Chromium,Skia/PDF m92
10.21203_rs.3.rs-208849_v1__39329bbd0157.pdf,10.21203/rs.3.rs-208849_v1,,,,SARS-CoV2-waves - Google Docs,,,,,,,pdf_only,2211294,37,761da1e85cea35d03b1bec82f9e6b778ab42bc25273b8fda6a8b8e22e5baa531,SARS-CoV2-waves - Google Docs,,,,Chromium,GPL Ghostscript 9.52
10.21203_rs.3.rs-227607_v1__ed5cd6aa4764.pdf,10.21203/rs.3.rs-227607_v1,,,,,,,,,,,pdf_only,605406,14,53d5ff65810c8e43484f4eff16ee7cab5773346e8f84e133f7ff4d248df9fe8f,,,,,Chromium,Skia/PDF m92
10.21203_rs.3.rs-2574993_v1__21d2341bd1a3.pdf,10.21203/rs.3.rs-2574993_v1,,,,,,,,,,,pdf_only,1049881,23,a5197235e5ac4c75d9059c8cca7e56c4965b080afd45c5f11fc5ae8e29f36529,,,,,Chromium,Skia/PDF m106
10.21203_rs.3.rs-2642600_v1__c86d6163948a.pdf,10.21203/rs.3.rs-2642600_v1,,,,,,,,,,,pdf_only,1318660,12,49e550820d44fa090576763eb644e121461ace1bab644544484bfd302047c922,,,,,Chromium,Skia/PDF m106
10.21203_rs.3.rs-279400_v1__36d02592abcb.pdf,10.21203/rs.3.rs-279400_v1,,,,,,,,,,,pdf_only,1532661,21,afb7ded4e108c29b98dafc4c00b119bf79deada6152eb8d331d7499060f6a0b9,,,,,Chromium,Skia/PDF m92
10.21203_rs.3.rs-3159872_v1__85f3baa16585.pdf,10.21203/rs.3.rs-3159872_v1,,,,,,,,,,,pdf_only,343818,12,24aca85df2f9ba44e355b993a238e46f2f0030aefe697982c6704bb9e0dbd876,,,,,Chromium,Skia/PDF m106
10.21203_rs.3.rs-33353_v1__9c2facbe5106.pdf,10.21203/rs.3.rs-33353_v1,,,,,,,,,,,pdf_only,287825,13,38fbfc888cc8d91418652a3205ac87c7dfd867e46ca4d6667397cdd2e1e30469,,,,,Chromium,Skia/PDF m92
10.21203_rs.3.rs-33870_v1__73204e873906.pdf,10.21203/rs.3.rs-33870_v1,,,,,,,,,,,pdf_only,645608,16,e51c475d5748d298f1532fed60d5cbbee195040d266de2a928a4c7bfe24de20f,,,,,Chromium,Skia/PDF m92
10.21203_rs.3.rs-341457_v1__23e5b80d0281.pdf,10.21203/rs.3.rs-341457_v1,,,,,,,,,,,pdf_only,462149,20,10e5d9737645a4b26623142fbd2c5c59a616212c3cf23f4b00101848483773a3,,,,,Chromium,Skia/PDF m92
10.21203_rs.3.rs-3534294_v1__76443e9fd6b4.pdf,10.21203/rs.3.rs-3534294_v1,,,,,,,,,,,pdf_only,725907,18,3e52bbb194a1ea9a050590cc6d1bfb9bc245166dfc124877c8ac2418b62cb939,,,,,Chromium,Skia/PDF m106
10.21203_rs.3.rs-3559323_v1__b5b387b1e034.pdf,10.21203/rs.3.rs-3559323_v1,,,,Heterogeneity of thymic output in elderly and its association with sex and smoking,,,,,,,pdf_only,2627583,35,31a94d650ff65025352a1cd63a5d20c42ce6bde8e86749ea4252235a88e7f3e9,Heterogeneity of thymic output in elderly and its association with sex and smoking,Balraj Singh Sandhar,,,Chromium,GPL Ghostscript 9.52
10.21203_rs.3.rs-4091654_v1__2c5d168de153.pdf,10.21203/rs.3.rs-4091654_v1,,,,,,,,,,,pdf_only,1413075,18,9c2ebbfd6e488aac3242f306e4cd180aa05a1b00fc185262401c4ad3c37c7db3,,,,,Chromium,Skia/PDF m106
10.21203_rs.3.rs-54715_v1__a36035d5cc8d.pdf,10.21203/rs.3.rs-54715_v1,,,,,,,,,,,pdf_only,889055,21,560acaf2f8c4d275152ccdfda30e8a77f84b36025ba4c0ca08bdc1f0c359f74b,,,,,Chromium,Skia/PDF m92
10.21203_rs.3.rs-54715_v2__145c9f393722.pdf,10.21203/rs.3.rs-54715_v2,,,,,,,,,,,pdf_only,880863,21,285da1794a2231edc936c22d3905489a504d77f216106cd37409f0fa5fc44b6b,,,,,Chromium,Skia/PDF m92
10.21203_rs.3.rs-5804837_v1__ba4729f044ab.pdf,10.21203/rs.3.rs-5804837_v1,,,,EXPLORE: learning interpretable rules for patient-level prediction,,,,,,,pdf_only,1501530,19,bbbb27fec1132a198f0604ca62480739b13d74a6c9135453600bfbb2c6e59c69,EXPLORE: learning interpretable rules for patient-level prediction,,,,Chromium,Skia/PDF m123
10.21203_rs.3.rs-6579059_v1__d99f0a7a5256.pdf,10.21203/rs.3.rs-6579059_v1,,,,Venous and Arterial Thromboembolic Events after COVID-19 During the Omicron Period in three European countries,,,,,,,pdf_only,2043678,14,ca1445129167211c54483c1ad2dcd957900338ea4e9767ef943b4448ac137838,Venous and Arterial Thromboembolic Events after COVID-19 During the Omicron Period in three European countries,,,,Chromium,Skia/PDF m123
10.21203_rs.3.rs-6912295_v1__f6bd655a7d9f.pdf,10.21203/rs.3.rs-6912295_v1,,,,Shifts in Emergency Physicians’ Attitudes Toward Large Language Model-based Documentation: A Pre- and Post-Implementation Study,,,,,,,pdf_only,1148090,14,7fcb862e1f3f39a9b84b0c86460e2e43cf5547818ea44a87293c06a7fba9da6b,Shifts in Emergency Physicians’ Attitudes Toward Large Language Model-based Documentation: A Pre- and Post-Implementation Study,,,,Chromium,Skia/PDF m123
10.21203_rs.3.rs-7172241_v1__373bc8a75c33.pdf,10.21203/rs.3.rs-7172241_v1,,,,Disability Service Access Barriers for Refugees,,,,,,,pdf_only,2552135,29,d773baf91aa1085fbdcdc2dad696020964ead951641b3c5cfdddf25a51256ecd,Disability Service Access Barriers for Refugees,,,,Chromium,Skia/PDF m123
10.21203_rs.3.rs-723873_v1__60c6674f9cbe.pdf,10.21203/rs.3.rs-723873_v1,,,,,,,,,,,pdf_only,631352,18,5af25e9910a0c9cc1b123b2bd5dabb24997e44d895437b68c35758fbac1c6c60,,,,,Chromium,Skia/PDF m92
10.21203_rs.3.rs-7365260_v1__bb67edb01f7c.pdf,10.21203/rs.3.rs-7365260_v1,,,,Assessing the representativeness of trials of Sodium-glucose Cotransporter- 2 inhibitors in type 2 diabetes,,,,,,,pdf_only,2595141,21,baf18bb5dcb977f785db0f4ab8bc996509775052dbfd675c032e47627d6c4c06,Assessing the representativeness of trials of Sodium-glucose Cotransporter- 2 inhibitors in type 2 diabetes,,,,Chromium,Skia/PDF m123
10.21203_rs.3.rs-753457_v1__0c4cdd4e872e.pdf,10.21203/rs.3.rs-753457_v1,,,,,,,,,,,pdf_only,2623906,21,58f56bacc850a9c92268107e60887e66a2ea31d2b1c1357d3a303835cc04751a,,,,,Chromium,Skia/PDF m92
10.21203_rs.3.rs-757801_v1__6337e7c274e7.pdf,10.21203/rs.3.rs-757801_v1,,,,,,,,,,,pdf_only,646983,12,530aed0eca5763e934521e2709b8def36c1070a52740e1cdf574eb7e8630b1f6,,,,,Chromium,Skia/PDF m92
10.21203_rs.3.rs-7579882_v1__8403d193cb02.pdf,10.21203/rs.3.rs-7579882_v1,,,,Association between AI-Based Electrocardiographic Age from Wearable Devices and Atrial Fibrillation: The PROPHECG-Age Single Study,,,,,,,pdf_only,2059121,22,1f07ad093aabca827626105eb330425d584e8ccdb14da6aa316678ac684c1112,Association between AI-Based Electrocardiographic Age from Wearable Devices and Atrial Fibrillation: The PROPHECG-Age Single Study,,,,Chromium,Skia/PDF m123
10.21203_rs.3.rs-7634238_v1__ffe0e6fb221a.pdf,10.21203/rs.3.rs-7634238_v1,,,,A Standard Framework for Converting Coronary Angiography Reports into Machine-Readable Format Using Large Language Models,,,,,,,pdf_only,3123589,19,23304bbc537fb864e4b6b70b513169b621fb385659276609a96056c8cebae9f1,A Standard Framework for Converting Coronary Angiography Reports into Machine-Readable Format Using Large Language Models,,,,Chromium,Skia/PDF m123
10.21203_rs.3.rs-7754041_v1__535d908edc5e.pdf,10.21203/rs.3.rs-7754041_v1,,,,Multi-Ancestry Genome-Wide Association Study in All of Us for Primary Open- Angle Glaucoma,,,,,,,pdf_only,2511169,18,5738bed840bcc75c61b931facfdc709bd51820b61479654557b2e204c04f5a18,Multi-Ancestry Genome-Wide Association Study in All of Us for Primary Open- Angle Glaucoma,,,,Chromium,Skia/PDF m123
10.21203_rs.3.rs-882550_v1__bbe8f06e0a27.pdf,10.21203/rs.3.rs-882550_v1,,,,,,,,,,,pdf_only,744165,21,d1e37e476801d1e27d880862dd7ac84593febdf6857f5bb0313a119a1e2f4d94,,,,,Chromium,Skia/PDF m92
10.21203_rs.3.rs-9036340_v1__487681a5f149.pdf,10.21203/rs.3.rs-9036340_v1,,,,Predicting Future Organ Support Needs Using Longitudinal Emergency Department Data: A Proof-of-Concept Study,,,,,,,pdf_only,2008880,13,51041fac86143c6a42310754263e1a5c9e37c0c79a0fbcc064be6eb3a9c7dd06,Predicting Future Organ Support Needs Using Longitudinal Emergency Department Data: A Proof-of-Concept Study,,,,Chromium,Skia/PDF m123
10.21203_rs.3.rs-905657_v1__ad086ca1b33c.pdf,10.21203/rs.3.rs-905657_v1,,,,,,,,,,,pdf_only,354498,16,5f540d68c0f7a571bdb3d2c80e496d1f5e15dd6a1cc65c9478993d9272288fa3,,,,,Chromium,Skia/PDF m92
10.21203_rs.3.rs-94412_v1__f585202c94bf.pdf,10.21203/rs.3.rs-94412_v1,,,,,,,,,,,pdf_only,825902,19,89b2d204e0dae328c845485b1a1585f04e04adf005350c06bb03f66aba97afbb,,,,,Chromium,Skia/PDF m92
10.2147_jbm.s527558__3b536fe7f75b.pdf,10.2147/jbm.s527558,,,,Pro-Coagulant Lipids in Physiological Ratios Found in the Activated Platelet Membrane Do Not Impact Clot Structure or Fibrinolysis in Purified Assays,"Morgan B, Farleigh Smith L, Costa D, Tyrrell V, Ahnström J, Jenkins P, Collins P, Mutch N, O'Donnell V",Morgan B,Journal of Blood Medicine,2025,,,crossref,4151957,13,c93916c8429ec391347be53a4aaa21fa29eed7b294f7d13cd7f0a04bff0570ef,JBM_A_527558 509..521,,,,Arbortext Advanced Print Publisher 11.0.3433/W Unicode,PDFlib+PDI 9.0.3p4 (C++/Win32)
10.2196_11259__fe3b86016314.pdf,10.2196/11259,,,,An Interactive Virtual Reality Tour for Adolescents Receiving Proton Radiation Therapy: Proof-of-Concept Study,"Galvez J, Eisenhower M, England W, Wartman E, Simpao A, Rehman M, Lustig R, Hribar M",Galvez J,JMIR Perioperative Medicine,2019,,,crossref,1188586,8,2ee03d61bac31ccb6a8dc32e8ff485c450be653adea2b22e691994dee388afcd,Untitled,Unknown,,,XEP 3.8.4 Server Stamped,"XEP PDF Generator – RenderX, Inc."
10.2196_11264__502d408fa17b.pdf,10.2196/11264,,,,Early Detection of Adverse Drug Reactions in Social Health Networks: A Natural Language Processing Pipeline for Signal Detection,"Nikfarjam A, Ransohoff J, Callahan A, Jones E, Loew B, Kwong B, Sarin K, Shah N",Nikfarjam A,JMIR Public Health and Surveillance,2019,,,crossref,790724,11,d0f6b0f4dcfacebde5beef355070dae8803bd666ca9d0c0dfd76cb3b6a14af6d,Untitled,Unknown,,,XEP 3.8.4 Server Stamped,"XEP PDF Generator – RenderX, Inc."
10.2196_13018__3c7cc83c3516.pdf,10.2196/13018,,,,Medical Conditions Predictive of Self-Reported Poor Health: Retrospective Cohort Study,"Cepeda M, Reps J, Kern D, Stang P",Cepeda M,JMIR Public Health and Surveillance,2020,,,crossref,94216,8,c7b843523c60e4f06cff1448d910f7f3ce773a356b61ebe32fc8bce98326661e,Untitled,Unknown,,,XEP 3.8.4 Server Stamped,"XEP PDF Generator – RenderX, Inc."
10.2196_13043__b4fa468f4a2e.pdf,10.2196/13043,,,,Health Care and Precision Medicine Research: Analysis of a Scalable Data Science Platform,"McPadden J, Durant T, Bunch D, Coppi A, Price N, Rodgerson K, Torre Jr C, Byron W, Hsiao A, Krumholz H, Schulz W",McPadden J,Journal of Medical Internet Research,2019,,,crossref,613647,11,d7d4e07f9686fb138297161999971c6830018273c87f72cc72873a12bcff0d3b,Untitled,Unknown,,,XEP 3.8.4 Server Stamped,"XEP PDF Generator – RenderX, Inc."
10.2196_13249__fad0ae9b5df3.pdf,10.2196/13249,,30912749,PMC6454347,Genomic Common Data Model for Seamless Interoperation of Biomedical Data in Clinical Practice: Retrospective Study,"Shin SJ, You SC, Park YR, Roh J, Kim JH, Haam S, Reich CG, Blacketer C, Son DS, Oh S, Park RW.",Shin SJ,J Med Internet Res,2019,2019/03/27,J Med Internet Res. 2019 Mar 26;21(3):e13249. doi: 10.2196/13249.,existing_csv,810062,13,7c39d07f16f386486ef13509d719da395ec1f46b96e4c90456db0472b4be6b52,Untitled,Unknown,,,XEP 3.8.4 Server Stamped,"XEP PDF Generator – RenderX, Inc."
10.2196_15124__683722ab2951.pdf,10.2196/15124,,32293578,PMC7191339,Effect of Age on the Initiation of Biologic Agent Therapy in Patients With Inflammatory Bowel Disease: Korean Common Data Model Cohort Study,"Choi YI, Kim YJ, Chung JW, Kim KO, Kim H, Park RW, Park DK.",Choi YI,JMIR Med Inform,2020,2020/04/16,JMIR Med Inform. 2020 Apr 15;8(4):e15124. doi: 10.2196/15124.,existing_csv,242338,12,f8853efb16d912cc81989200b7049758de7e9564cb45de5609402f75f2d7fea6,Untitled,Unknown,,,XEP 3.8.4 Server Stamped,"XEP PDF Generator – RenderX, Inc."
10.2196_16280__3e6861f1b4a3.pdf,10.2196/16280,,,,Leveraging Digital Technology in Conducting Longitudinal Research on Mental Health in Pregnancy: Longitudinal Panel Survey Study,"McGee B, Leonte M, Wildenhaus K, Wilcox M, Reps J, LaCross L",McGee B,JMIR Pediatrics and Parenting,2021,,,crossref,356659,15,24930903a6735c698f74bb8b83f6b430ab770a221f9ff6c896d45f6c02c7cf46,Untitled,Unknown,,,XEP 3.8.4 Server Stamped,"XEP PDF Generator – RenderX, Inc."
10.2196_18855__330da0dae3a8.pdf,10.2196/18855,,,,Text Processing for Detection of Fungal Ocular Involvement in Critical Care Patients: Cross-Sectional Study,"Baxter S, Klie A, Radha Saseendrakumar B, Ye G, Hogarth M",Baxter S,Journal of Medical Internet Research,2020,,,crossref,280689,11,c12a380d399edbb31797635dcd37496788f1d6885091078fef43d12ed46df9ba,Untitled,Unknown,,,XEP 3.8.4 Server Stamped,"XEP PDF Generator – RenderX, Inc."
10.2196_23983__2a2527461ab8.pdf,10.2196/23983,,33783361,PMC8044740,A Framework (SOCRATex) for Hierarchical Annotation of Unstructured Electronic Health Records and Integration Into a Standardized Medical Database: Development and Usability Study,"Park J, You SC, Jeong E, Weng C, Park D, Roh J, Lee DY, Cheong JY, Choi JW, Kang M, Park RW.",Park J,JMIR Med Inform,2021,2021/03/30,JMIR Med Inform. 2021 Mar 30;9(3):e23983. doi: 10.2196/23983.,existing_csv,1761782,15,260e43c69770bef9d8136c23295034fb7c3b59ca9b822c3117701340c150b756,Untitled,Unknown,,,XEP 3.8.4 Server Stamped,"XEP PDF Generator – RenderX, Inc."
10.2196_25035__13f5740f2571.pdf,10.2196/25035,,33720842,PMC8058693,Characterizing the Anticancer Treatment Trajectory and Pattern in Patients Receiving Chemotherapy for Cancer Using Harmonized Observational Databases: Retrospective Study,"Jeon H, You SC, Kang SY, Seo SI, Warner JL, Belenkaya R, Park RW.",Jeon H,JMIR Med Inform,2021,2021/03/15,JMIR Med Inform. 2021 Apr 6;9(4):e25035. doi: 10.2196/25035.,existing_csv,2178605,16,1aa2f4eceabca8360e540bb8d3595f9e379df17e731a9fd4d34e15223fd23035,Untitled,Unknown,,,XEP 3.8.4 Server Stamped,"XEP PDF Generator – RenderX, Inc."
10.2196_25435__bc2def769a62.pdf,10.2196/25435,,,,Using an Extended Technology Acceptance Model to Understand the Factors Influencing Telehealth Utilization After Flattening the COVID-19 Curve in South Korea: Cross-sectional Survey Study,"An M, You S, Park R, Lee S",An M,JMIR Medical Informatics,2021,,,crossref,257426,15,9bc4a3a8827d86e9a1943d9289a47b53368071ca6be3f9385f1f2f686e13bf71,Untitled,Unknown,,,XEP 3.8.4 Server Stamped,"XEP PDF Generator – RenderX, Inc."
10.2196_26388__0a73d9f5b1d4.pdf,10.2196/26388,,,,A Modified Public Health Automated Case Event Reporting Platform for Enhancing Electronic Laboratory Reports With Clinical Data: Design and Implementation Study,"Mishra N, Duke J, Karki S, Choi M, Riley M, Ilatovskiy A, Gorges M, Lenert L",Mishra N,Journal of Medical Internet Research,2021,,,crossref,327698,10,e3631e8cdc9a71dfad2a879bb25ca46cc70b7044d1bf3ff810abe929c82f2a32,Untitled,Unknown,,,XEP 3.8.4 Server Stamped,"XEP PDF Generator – RenderX, Inc."
10.2196_29413__40513b787b95.pdf,10.2196/29413,,,,Tracking Self-reported Symptoms and Medical Conditions on Social Media During the COVID-19 Pandemic: Infodemiological Study,"Ding Q, Massey D, Huang C, Grady C, Lu Y, Cohen A, Matzner P, Mahajan S, Caraballo C, Kumar N, Xue Y, Dreyer R, Roy B, Krumholz H",Ding Q,JMIR Public Health and Surveillance,2021,,,crossref,740881,13,1c408088357f70d9ab5c37373d588aec2d889f767ff8456512d9903c145b38b7,Untitled,Unknown,,,XEP 3.8.4 Server Stamped,"XEP PDF Generator – RenderX, Inc."
10.2196_30827__9b79b0b2c7ff.pdf,10.2196/30827,,,,Characteristics of Dimensional Psychopathology in Suicidal Patients With Major Psychiatric Disorders and Its Association With the Length of Hospital Stay: Algorithm Validation Study,"Lee D, Park J, Noh J, Roh H, Ha J, Lee E, Son S, Park R",Lee D,JMIR Mental Health,2021,,,crossref,267259,9,709d17d37035c43e10cd7d18b8829bd6414e8a09578a687138761f41307ae69c,Untitled,Unknown,,,XEP 3.8.4 Server Stamped,"XEP PDF Generator – RenderX, Inc."
10.2196_31122__47ba437af3dc.pdf,10.2196/31122,,,,Columbia Open Health Data for COVID-19 Research: Database Analysis,"Lee J, Kim J, Liu C, Hripcsak G, Natarajan K, Ta C, Weng C",Lee J,Journal of Medical Internet Research,2021,,,crossref,1027343,13,40a3fe31efc279782d38c3bf3577f926edb9afbf5ad93fc9d2b1c4230336fa65,Untitled,Unknown,,,XEP 3.8.4 Server Stamped,"XEP PDF Generator – RenderX, Inc."
10.2196_32771__c26879136bb5.pdf,10.2196/32771,,,,Predictability of Mortality in Patients With Myocardial Injury After Noncardiac Surgery Based on Perioperative Factors via Machine Learning: Retrospective Study,"Shin S, Park J, Lee S, Yang K, Park R",Shin S,JMIR Medical Informatics,2021,,,crossref,728506,14,d0f93dca63da7e67e44aa0038108c97cdcb24c04c4537b9516477f10b4763955,Untitled,Unknown,,,XEP 3.8.4 Server Stamped,"XEP PDF Generator – RenderX, Inc."
10.2196_33099__bb448a1c8a66.pdf,10.2196/33099,,,,Characterizing Anchoring Bias in Vaccine Comparator Selection Due to Health Care Utilization With COVID-19 and Influenza: Observational Cohort Study,"Ostropolets A, Ryan P, Schuemie M, Hripcsak G",Ostropolets A,JMIR Public Health and Surveillance,2022,,,crossref,869459,9,4537915d958c203045405f9d5c9a2929bcec76979dd2dc3f5cd556a262ae8ac6,Untitled,Unknown,,,XEP 3.8.4 Server Stamped,"XEP PDF Generator – RenderX, Inc."
10.2196_35675__93ef53ec391d.pdf,10.2196/35675,,,,"Dynamic Digital Twin: Diagnosis, Treatment, Prediction, and Prevention of Disease During the Life Course","Mulder S, Omidvari A, Rueten-Budde A, Huang P, Kim K, Bais B, Rousian M, Hai R, Akgun C, van Lennep J, Willemsen S, Rijnbeek P, Tax D, Reinders M, Boersma E, Rizopoulos D, Visch V, Steegers-Theunissen R",Mulder S,Journal of Medical Internet Research,2022,,,crossref,905053,11,1a2f7443d368d52fa94c4eddace4155aeb297fea356f29a76741291cf27b2186,Untitled,Unknown,,,XEP 3.8.4 Server Stamped,"XEP PDF Generator – RenderX, Inc."
10.2196_38783__c59817f4341a.pdf,10.2196/38783,,,,Phenotype Algorithms to Identify Hidradenitis Suppurativa Using Real-World Data: Development and Validation Study,"Hardin J, Murray G, Swerdel J",Hardin J,JMIR Dermatology,2022,,,crossref,471444,10,0e45d04c4a3d66951c2afa11c86a298556c256b519973cd1879e07c2df192b41,Untitled,Unknown,,,XEP 3.8.4 Server Stamped,"XEP PDF Generator – RenderX, Inc."
10.2196_41030__f03a7ded3fc0.pdf,10.2196/41030,,,,Chronic Disease Prediction Using the Common Data Model: Development Study,"Lee C, Jo B, Woo H, Im Y, Park R, Park C",Lee C,JMIR AI,2022,,,crossref,487652,13,01a2aa581738da5d2f807fefecc96bdefa38a1f7137f7f814f1451aba1b6a683,Untitled,Unknown,,,XEP 3.8.4 Server Stamped,"XEP PDF Generator – RenderX, Inc."
10.2196_46165__940715c38078.pdf,10.2196/46165,,,,Privacy-Preserving Federated Model Predicting Bipolar Transition in Patients With Depression: Prediction Model Development Study,"Lee D, Choi B, Kim C, Fridgeirsson E, Reps J, Kim M, Kim J, Jang J, Rhee S, Seo W, Lee S, Son S, Park R",Lee D,Journal of Medical Internet Research,2023,,,crossref,829425,16,6ef8ea432490688d8225721008ca694407aea7e45fdebacce903de0ab5a43749,Untitled,Unknown,,,XEP 3.8.4 Server Stamped,"XEP PDF Generator – RenderX, Inc."
10.2196_jmir.2023__c005f369e9a2.pdf,10.2196/jmir.2023,,,,"Disordered Eating in a Digital Age: Eating Behaviors, Health, and Quality of Life in Users of Websites With Pro-Eating Disorder Content","Peebles R, Wilson J, Litt I, Hardy K, Lock J, Mann J, Borzekowski D",Peebles R,Journal of Medical Internet Research,2012,,,crossref,422385,16,fa817e5d8eb5752429e05ab1fe6de18072906e2f65cb50299e05654e9869690a,Untitled,Unknown,,,XEP 3.8.4 Server Stamped,"XEP PDF Generator – RenderX, Inc."
10.2196_jmir.4427__2715d77dc89e.pdf,10.2196/jmir.4427,,,,Analyzing Information Seeking and Drug-Safety Alert Response by Health Care Professionals as New Methods for Surveillance,"Callahan A, Pernek I, Stiglic G, Leskovec J, Strasberg H, Shah N",Callahan A,Journal of Medical Internet Research,2015,,,crossref,4068402,14,16540e50826e067cc64b2b55147100651e445cccb4b7b03f1459716478c7234e,Untitled,Unknown,,,XEP 3.8.4 Server Stamped,"XEP PDF Generator – RenderX, Inc."
10.22215_etd_2014-10282__610a0d0da2bd.pdf,10.22215/etd_2014-10282,,,,Callahan PhD Thesis - 2014,,,,,,,pdf_only,3798266,166,31a46449c078fad489c054908c3a53fc5a58a961a286f3258403c2c92c774b70,Callahan PhD Thesis - 2014,Alison Callahan,,,Microsoft® Word 2013,Microsoft® Word 2013
